clade,animal,species,care,breedsystem,coop,WPPind,EPPind,WPP,EPP,EPPN,EPPbrN,WGPind,EGPind,WGP,EGP,EGPN,EGPbrN,perEGPbr,latitude,longitude,MeanP,VarP,Pp,MeanT,VarT,Pt,NPP.mean,NPP.var,NPP.P,MGS_duration,MeanP_MGS,VarP_MGS,InterYearVarP_MGS,MeanT_MGS,VarT_MGS,InterYearVarT_MGS,NPP_MGS.mean,NPP_MGS.var,InterYearVar.NPP_MGS,COOP2,transEGP,sdT,SQPt,SQMeanP,sdP,code,ZperEGPbr,Zlatitude,Zlongitude,ZMeanT,ZVarT,ZPt,ZMeanP,ZVarP,ZPp,ZtransEGP,ZsdT,ZSQPt,ZSQMeanP,ZsdP,EGPclass,PC1,PC2,PC3,ZPC1,ZPC2,ZPC3,PC1class,PC2class,PC3class,PC1EGP,TMPavg,TMPsd,TMPmed,TMPcv,TMPprd_Ent,TMPprd_Fix,TMPprd_Dym,PREavg,PREsd,PREmed,PREcv,PREprd_Ent,PREprd_Fix,PREprd_Dym,DTRavg,DTRsd,DTRmed,DTRcv,DTRprd_Ent,DTRprd_Dym,NPPavg,NPPsd,NPPmed,NPPcv,NPPprd_Ent,NPPprd_Dym
NON-PASSERIFORMES,Accipiter_gentilis,Accipiter_gentilis,Male_Female,Pair,Noncooperative,120,2,62,2,122,64,120,2,62,2,122,64,3.125,36.58,-112.17,27.92217125,386.6896414,0.50324624,9.750917431,69.28362663,0.533119002,0.850582982,0.533905104,0.767748939,12,28.36055046,431.7091437,85.57434496,13.13455657,44.85495413,0.81728244,0.850582982,0.533905104,0.015478297,0,0.177710600845112,8.32367867171721,0.730149985961788,5.28414337901613,19.6644257836327,animal.Accipiter_gentilis,-0.834547999050079,0.314986325763234,-1.11989398024509,-0.154189519120922,0.307736915439225,-0.515390549256149,-0.895212121941374,-0.556098202229292,-0.825927335877997,-0.744463969549071,0.539032610855763,-0.503948786074783,-1.1024288109769,-0.818805912579847,0,-8.51607065824043,1.28473711653143,-4.51286893164246,-0.497639626063415,0.0401086812877143,-0.96480731949353,0,1,0,-0.246824343485656,8.964,7.848,8.55,0.875,0.865,0.617,0.514,30.685,25.179,24.65,0.821,0.125,0.295,0.512,16.613,2.219,16.8,0.134,0.484,0.27,1.66e-08,1.54e-08,1.16e-08,0.928,0.468,0.33
NON-PASSERIFORMES,Actitis_hypoleucos,Actitis_hypoleucos,Male_Female,Pair,Noncooperative,119,17,34,8,136,42,119,17,34,8,136,42,19.047619047619,57.47,12.19,58.20298165,1012.836214,0.576158605,7.421024465,46.93913331,0.523424033,1.993640223,4.38328922,0.678166889,10,65.19330275,1348.975153,130.4255334,8.670183486,40.006737,0.52184441,2.398394919,4.261647102,0.018705333,0,0.451633441079532,6.85121400264216,0.723480499391656,7.62908786487611,31.8250878082057,animal.Actitis_hypoleucos,-0.125633305233732,0.918420199157737,0.330169606228926,-0.431207314336081,-0.132003672520348,-0.636586580117224,-0.359965291689653,-0.469442774464658,-0.206377498292947,0.11548630156809,0.119691107420393,-0.633420529668372,-0.273306411476058,-0.517624369485115,1,-7.82857005620816,1.15584114953892,-2.28904083192654,-0.398561753122729,-0.000826833882537846,-0.37330702707582,0,1,0,0.514048054690819,7.609,6.633,7.2,0.872,0.832,0.599,0.458,66.421,35.037,60.8,0.527,0.181,0.447,0.291,6.961,2.018,7,0.29,0.715,0.343,3.25e-08,2.89e-08,2.74e-08,0.889,0.756,0.564
NON-PASSERIFORMES,Actitis_macularius,Actitis_macularius,Male_only,Polyandry,Noncooperative,99,12,27,7,111,34,99,12,27,7,111,34,20.5882352941176,47.15,-94.38,52.96047401,2149.09568,0.580674266,4.415366972,162.2895017,0.475913763,1.700257425,4.011283403,0.666053231,9,79.64097859,2017.562398,297.7911344,14.9206422,26.41876758,0.675961415,2.27074501,4.032849143,0.072452708,0,0.470960700649922,12.7392896858498,0.689865032452001,7.2773947268236,46.3583399185087,animal.Actitis_macularius,-0.0570412293064774,0.620314044374047,-0.912458862816879,-0.788571632797559,2.13809653027861,-1.23050865961412,-0.452632415185147,-0.312190376405545,-0.168007092407208,0.176162081993284,1.79654934462927,-1.28598247287405,-0.397657610520814,-0.157681194687477,1,-13.5035470871976,-2.34409426559928,-0.14215538953346,-1.21640053254433,-1.112356252717,0.197727832644252,0,0,1,1.39256261453761,4.426,12.16,6.25,2.747,0.865,0.543,0.515,53.58,41.997,40,0.784,0.402,0.399,0.281,12.643,1.869,12.9,0.148,0.366,0.317,3.16e-08,3.53e-08,1.35e-08,1.118,0.705,0.626
NON-PASSERIFORMES,Aegolius_funereus,Aegolius_funereus,Male_Female,Pair,Noncooperative,109,0,32,0,109,32,109,0,32,0,109,32,0,39,-107.94,24.88126911,130.8595142,0.611050021,7.468501529,86.71746316,0.536537042,1.042512116,1.400734515,0.761334493,11,30.04587156,238.485107,71.65826726,11.38562691,11.21648318,0.74181825,1.137547495,1.420053087,0.018276247,0,0,9.31222117220161,0.732486888619858,4.98811278040102,11.4393843453221,animal.Aegolius_funereus,-0.97368078942525,0.384891063609797,-1.0705712963372,-0.42556242344002,0.650835566919109,-0.472661905015576,-0.948963432095896,-0.591503760732219,0.0901013104236873,-1.30236662288884,0.820558481777533,-0.458583545652279,-1.2070989222437,-1.02251444977978,0,-10.1218073787588,2.33055115823222,-1.89148288293953,-0.729047392545995,0.372244259833726,-0.267563402778221,0,1,0,-0.57331923034284,3.564,8.657,3.85,2.429,0.877,0.62,0.519,43.673,24.621,40.6,0.564,0.09,0.388,0.584,17.825,2.383,17.7,0.134,0.508,0.282,2.05e-08,2.38e-08,9.86e-09,1.163,0.64,0.518
NON-PASSERIFORMES,Alectura_lathami,Alectura_lathami,Male_only,Polygynandrous,Noncooperative,47,18,3,7,65,10,47,18,3,7,65,10,70,-27.94,153.17,101.19763,8702.296834,0.417344261,19.52102446,14.023366,0.645586612,,,,,109.1355505,9280.085218,797.0890903,18.14159021,14.18744926,0.226161903,,,,0,0.991156586431192,3.74477849812242,0.803484045890147,10.0597032759421,93.2861020409793,animal.Alectura_lathami,2.14289371497858,-1.54875486674099,1.974025865646,1.00744904011138,-0.779787386509701,0.890558034223728,0.400012692490218,0.594738566556722,-1.55585232374095,1.80925917104509,-0.764987053046848,0.919652341820244,0.586107401532679,1.00457261858916,1,1.86687655232957,0.00144706418885199,-4.58902613325734,0.998679535603912,-0.36744588097842,-0.985063834388125,1,0,0,0.810579635441179,20.025,3.586,20.5,0.179,0.85,0.725,0.418,103.664,92.256,76.85,0.89,0.176,0.31,0.294,10.542,1.707,10.4,0.162,0.413,0.244,4.25e-08,1.86e-08,3.95e-08,0.439,0.284,0.182
NON-PASSERIFORMES,Anas_platyrhynchos,Anas_platyrhynchos,Female_only,Pair,Noncooperative,431,71,58,13,502,71,431,71,58,13,502,71,18.3098591549296,49.6,-100.5,36.11949541,943.0900869,0.607545765,2.081957187,185.9371768,0.455699603,0.739665354,0.881790022,0.834912385,9,59.68862385,1008.657312,181.1369657,15.30678899,15.66522936,0.885009038,0.993741166,0.921175037,0.002589411,0,0.442168274399694,13.6358782922113,0.675055259219569,6.00994970112063,30.7097718470848,animal.Anas_platyrhynchos,-0.1584802148327,0.691085369879865,-0.983819341662336,-1.06600756801304,2.60348379162426,-1.48320425453461,-0.75031534688063,-0.479095275561455,0.0603249997025022,0.085771464187134,2.05188777281093,-1.57347794084835,-0.845799162392501,-0.545247255601825,1,-16.0584590259517,-2.23371436783689,0.377504002629603,-1.58459692349184,-1.07730117624897,0.335948355382195,0,0,1,1.67036838767898,2.252,13.104,4.5,5.818,0.859,0.529,0.511,39.204,29.714,30.4,0.758,0.343,0.4,0.268,12.304,2.221,12.15,0.181,0.391,0.288,9.91e-09,9.52e-09,7.39e-09,0.961,0.758,0.579
NON-PASSERIFORMES,Anas_strepera,Anas_strepera,Female_only,Pair,Noncooperative,250,11,21,8,261,29,250,11,21,8,261,29,27.5862068965517,48.68,-99.21,40.17882263,1038.993367,0.630231123,2.704969419,179.6434327,0.457824894,0.76635373,0.913229936,0.811025805,9,65.21174312,1147.743385,206.2982386,15.41798165,14.47948624,1.035384777,1.028568552,0.945179614,0.004058685,0,0.552980357273746,13.4031127988986,0.676627588855199,6.33867672546881,32.2334200326307,animal.Anas_strepera,0.254525911817637,0.664510014996048,-0.968777672101774,-0.991933145960504,2.47962263749713,-1.45663616198839,-0.678562246525709,-0.465822760586904,0.253086678252617,0.43365366571895,1.98559875823312,-1.54295501269066,-0.729568291746379,-0.507511258110164,1,-15.5862344340335,-1.90002368226601,0.709207256426228,-1.51654315309624,-0.971325788189291,0.424175755531368,0,0,1,1.95019681881519,2.852,12.717,4.9,4.459,0.857,0.526,0.507,41.937,33.865,31.9,0.808,0.346,0.385,0.303,12.697,2.152,12.6,0.169,0.399,0.275,1.07e-08,9.86e-09,8.75e-09,0.92,0.776,0.583
NON-PASSERIFORMES,Apus_apus,Apus_apus,Male_Female,Pair,Noncooperative,84,4,38,4,88,42,84,4,38,4,88,42,9.52380952380952,51.75,-1.26,55.66024465,909.3354379,0.531533712,9.777828746,24.9192452,0.565496302,1.071282557,1.022508696,0.801572111,10,55.47471967,882.0468909,106.6755804,11.64159021,17.59457951,0.3805862,1.29201999,0.922817449,0.010641479,0,0.313727886461595,4.99191798810838,0.751994881631518,7.46057937763549,30.1551892366803,animal.Apus_apus,-0.549657047329491,0.753190818793134,0.173339795694385,-0.150989838596353,-0.565356016009308,-0.110644515514496,-0.404910981763185,-0.48376674335532,-0.585563459554802,-0.317452839179601,-0.409815645740452,-0.0798836498399145,-0.332887421653346,-0.558982531365398,1,-5.67524581043577,2.16730939266603,-3.64521698670228,-0.0882394270155546,0.320401010377042,-0.734026721292404,0,1,0,-0.229213412164046,9.668,4.767,9.3,0.493,0.829,0.657,0.449,56.131,28.829,52.1,0.514,0.071,0.411,0.268,8.333,1.989,8.5,0.239,0.699,0.34,1.34e-08,7.67e-09,1.35e-08,0.574,0.806,0.619
NON-PASSERIFORMES,Aquila_heliaca,Aquila_heliaca,Male_Female,Pair,Noncooperative,166,0,86,0,166,86,166,0,86,0,166,86,0,51.52,64.51,20.32782875,109.1579149,0.723514491,3.22087156,224.6646337,0.461182475,0.291262872,0.162100992,0.848473435,8,,,,,,,0.447134314,0.164033789,0.021164494,0,0,14.9888169546499,0.679104170948758,4.50863934574501,10.4478665238411,animal.Aquila_heliaca,-0.97368078942525,0.74654698007218,0.940231739103811,-0.930593815900223,3.36564180628561,-1.4146633108638,-1.02945052894817,-0.594507149160442,1.04573269232426,-1.30236662288884,2.43718960359728,-1.49487823819925,-1.37663051117302,-1.04707124338823,0,-18.0205674121534,-0.706022980951019,2.40060649945134,-1.86736253098264,-0.592128246463173,0.874059065744171,0,0,1,0.564995908093801,4.631,13.816,6.25,2.984,0.876,0.537,0.526,22.473,13.058,19.9,0.581,0.25,0.461,0.215,11.274,2.394,11.15,0.212,0.63,0.321,4.34e-09,4.14e-09,3.52e-09,0.953,0.771,0.633
NON-PASSERIFORMES,Asio_otus,Asio_otus,Male_Female,Pair,Noncooperative,59,0,12,0,59,12,59,0,12,0,59,12,0,47.28,-114.18,32.12255352,345.9683299,0.596531111,6.281727829,77.97566375,0.505153387,1.185607212,1.595630476,0.752703606,10,39.45192661,534.3970917,74.22264533,10.09688073,15.54868807,0.685179069,1.425575415,1.559730119,0.038616315,0,0,8.83038298999539,0.710741434700412,5.66767620105454,18.6002239206952,animal.Asio_otus,-0.97368078942525,0.624069257564152,-1.14333100025806,-0.566666516456685,0.478796579177227,-0.864986462207385,-0.82096571749696,-0.561733819865139,-0.033268550537646,-1.30236662288884,0.683336345326649,-0.880718263906726,-0.966819778177475,-0.845162862439663,0,-10.3570598281586,1.32795051917851,-2.11033879554274,-0.762950362553172,0.0538326397706111,-0.325775337558019,0,1,0,-0.539416260335663,6.124,8.235,6.1,1.345,0.842,0.587,0.507,35.794,20.357,32.25,0.569,0.138,0.426,0.359,13.735,4.303,13.8,0.313,0.735,0.377,2.08e-08,2.24e-08,1.14e-08,1.075,0.643,0.501
NON-PASSERIFORMES,Athene_cunicularia,Athene_cunicularia,Male_Female,Pair,Noncooperative,121,9,67,7,130,74,121,9,67,7,130,74,9.45945945945946,38.55,-121.74,41.17079511,3328.830556,0.429987819,15.42813456,39.81815819,0.564273332,0.94541187,0.413424025,0.834914446,12,75.09556575,3937.971281,677.2334704,10.07981651,8.88316208,0.535447908,0.94541187,0.413424025,0.026498935,0,0.312630133258513,6.31016308743284,0.751181291034328,6.41644723425666,57.6960185454768,animal.Athene_cunicularia,-0.552522072613922,0.371892248720973,-1.23148218000833,0.520815811588898,-0.272144768640503,-0.12593276551944,-0.661028035300736,-0.148921207807946,-1.44841767523658,-0.320899113188015,-0.0343941545108691,-0.0956775182406982,-0.702070297126289,0.123117625071049,1,-4.19927065291606,0.878251729894526,-6.2981654011379,0.124467992713342,-0.0889852624516376,-1.43966568821985,0,0,0,-0.445367105901357,15.923,6.021,16,0.378,0.855,0.651,0.47,43.501,57.96,19.75,1.332,0.36,0.273,0.488,15.028,4.161,15.6,0.277,0.742,0.34,1.19e-08,8.11e-09,9.64e-09,0.679,0.557,0.408
NON-PASSERIFORMES,Athene_noctua,Athene_noctua,Male_Female,Pair,Noncooperative,53,0,16,0,53,16,53,0,16,0,53,16,0,51.26,6.4,60.40474006,790.9610328,0.586205828,10.27706422,37.03346539,0.521247615,1.475961544,1.693766417,0.737698784,10,61.12568807,798.7980071,106.2949284,12.63893986,23.81536442,0.47668181,1.773546342,1.473800349,0.034731767,0,0,6.08551274667961,0.721974802191877,7.7720486398375,28.1240294552541,animal.Athene_noctua,-0.97368078942525,0.73903655369197,0.262656996340822,-0.0916321288994539,-0.32694764251291,-0.663793807194958,-0.321046775495233,-0.500149145111079,-0.121004388014179,-1.30236662288884,-0.0983720642137251,-0.662649952312745,-0.222758527939695,-0.609288002893654,0,-6.82378812089026,1.59732857648808,-2.832070269769,-0.253759469857454,0.139383257131428,-0.517743582813319,0,1,0,-1.04860715303138,10.179,5.894,10.1,0.579,0.818,0.604,0.444,63.022,29.501,60,0.468,0.098,0.456,0.344,8.035,2.257,8.3,0.281,0.7,0.321,1.32e-08,7.69e-09,1.32e-08,0.582,0.793,0.572
NON-PASSERIFORMES,Aythya_ferina,Aythya_ferina,Male_Female,Pair,Noncooperative,154,98,3,25,252,28,154,98,3,25,252,28,89.2857142857143,49.06,14.18,46.34732416,851.0856026,0.633467836,8.052522936,58.94422505,0.515014559,1.720888855,2.481904372,0.668027148,11,59.44613368,959.2827304,84.1061513,13.48951507,17.32746614,0.529858814,1.877801332,2.402694778,0.024432315,0,1.23732315454306,7.67751424941693,0.717645148384632,6.8078869085789,29.1733714644023,animal.Aythya_ferina,3.00154179272249,0.675486792013277,0.353373422062661,-0.356123902063071,0.104257048394321,-0.741712740956871,-0.569527156390361,-0.491828217482985,0.280589626668287,2.58207171492286,0.355012195286772,-0.746699574676636,-0.563665569854097,-0.58329908511017,1,-8.71207087733294,1.90161817837388,-1.5532920720608,-0.525885833770274,0.236021281615699,-0.177610423250123,0,1,0,3.10795754869313,7.781,7.232,7.6,0.929,0.847,0.586,0.463,50.101,30.739,42.2,0.614,0.379,0.467,0.328,8.691,2.27,9.2,0.261,0.719,0.329,1.24e-08,8.52e-09,1.2e-08,0.686,0.79,0.52
NON-PASSERIFORMES,Bartramia_longicauda,Bartramia_longicauda,Male_Only,Pair,Noncooperative,150,27,39,17,177,56,150,27,39,17,177,56,30.3571428571429,39.09,-96.58,74.40252294,4434.326495,0.476091142,12.80519878,112.5480942,0.487214204,0.792852821,0.609489608,0.810147723,12,91.98868502,4520.966674,520.0235848,17.20203874,64.4183843,0.653626349,0.792852821,0.609489608,0.053516018,0,0.583529922875334,10.608868657873,0.698007309417315,8.62568970807552,66.5907388080355,animal.Bartramia_longicauda,0.377894888504981,0.387490826587562,-0.938111322532566,0.208956040616676,1.15918349489515,-1.08924275188613,-0.0736204742139502,0.00407367817909043,-1.05666922109193,0.529560626960716,1.18982921369172,-1.12792011163591,0.0790707627227654,0.343412011072414,1,-7.99659050418769,-3.068650592923,-3.4584692971046,-0.422775708059123,-1.34246497699218,-0.684355025436294,0,0,0,0.95233633501984,12.638,10.113,13.55,0.8,0.859,0.56,0.504,68.867,54.773,56.05,0.795,0.348,0.368,0.567,12.87,1.674,12.9,0.13,0.153,0.219,6.62e-09,4.33e-09,6.58e-09,0.654,0.808,0.586
NON-PASSERIFORMES,Branta_canadensis,Branta_canadensis,Male_Female,Pair,Noncooperative,0,0,36,6,0,42,0,0,36,6,0,42,14.2857142857143,42.65,-83.9,63.89495413,1026.72437,0.604666066,8.57469419,103.6511864,0.502672504,1.079610843,1.208955174,0.863906121,11,75.27876802,1141.106623,166.1951384,15.62647444,30.0505592,0.576745373,1.177812346,1.202020502,0.00598951,0,0.387596686655181,10.1809226693851,0.708994008437307,7.9934319369092,32.0425400054365,animal.Branta_canadensis,-0.337645176281612,0.490325895485811,-0.790259872898515,-0.294039191898829,0.98409196737806,-0.895999781861189,-0.259353379803701,-0.467520725935278,0.0358556652111046,-0.0855499620803043,1.06795497251596,-0.914640264154633,-0.144482111766808,-0.512238759048858,1,-9.97151722364794,-0.158570560362005,-1.15868019783769,-0.707388605850686,-0.418265189372218,-0.0726504045219292,0,0,1,0.621838643770382,8.83,9.761,9.4,1.105,0.872,0.58,0.497,65.275,30.115,62.35,0.461,0.15,0.474,0.288,10.438,2.128,10.8,0.204,0.615,0.313,1.27e-08,9.26e-09,1.2e-08,0.727,0.809,0.608
NON-PASSERIFORMES,Buteo_galapagoensis,Buteo_galapagoensis,Multi-male_female,Polyandry,Noncooperative,0,0,1,5,12,6,22,0,16,0,22,16,0,-0.81,-90.05,75.62782875,4028.760787,0.699745647,22.20221713,3.284696275,0.763861472,,,,,75.62782875,4028.760787,591.6948331,22.20221713,3.284696275,0.175256742,,,,0,0,1.81237310590287,0.873991688747668,8.69642620563183,63.4725199357958,animal.Buteo_galapagoensis,-0.97368078942525,-0.765070760221469,-0.861970158012822,1.32623539331694,-0.991124867791875,2.36910258476837,-0.0519618381923884,-0.0520545056221455,0.843764433034019,-1.30236662288884,-1.31531454099193,2.28838550612676,0.104081680865956,0.266183487678662,0,2.28571082567865,8.14739410366497,-0.580313232512776,1.05903905935621,2.21959036531405,0.0811853299748751,1,1,1,-2.36140568224504,22.755,1.853,22.7,0.081,0.766,0.798,0.524,60.132,57.885,44.8,0.963,0.115,0.476,0.468,9.95,0.936,9.65,0.094,0.848,1,,,,,,
NON-PASSERIFORMES,Buteo_ridgwayi,Buteo_ridgwayi,Male_Female,Pair,Noncooperative,86,0,41,0,86,41,86,0,41,0,86,41,0,19,-70,128.5479358,7106.544044,0.604452066,24.49388379,1.549562135,0.684921039,3.69507116,1.075349717,0.524619157,12,136.4998471,6714.320744,369.9046206,24.37377676,2.380844454,0.336742317,3.69507116,1.075349717,0.059109471,0,0,1.24481409656221,0.827599564402979,11.3378982091038,84.3003205450608,animal.Buteo_ridgwayi,-0.97368078942525,-0.192834042560143,-0.62818296833122,1.59870818703982,-1.02527238216981,1.38227455529715,0.883459611264402,0.373894683231027,0.0340372676698486,-1.30236662288884,-1.47694901227246,1.38779605823495,1.03804989160157,0.782022930802082,0,3.82316752021936,3.15224642075677,-1.64051840291262,1.28060677665453,0.633202920288574,-0.200811137465386,1,1,0,-2.58297339954337,25.397,1.311,25.5,0.052,0.75,0.77,0.273,170.473,75.571,170.25,0.443,0.227,0.559,0.366,9.893,0.662,9.9,0.067,0.206,0.33,3.45e-08,2.8e-08,4.67e-08,0.812,0.743,0.846
NON-PASSERIFORMES,Buteo_swainsoni,Buteo_swainsoni,Male_Female,Pair,Noncooperative,53,3,25,2,56,27,53,3,25,2,56,27,7.40740740740741,41.49,-122,76.46735474,7772.360163,0.445951807,9.36911315,55.23232833,0.524473883,0.663007267,0.257129456,0.897469639,12,39.62140673,819.799419,195.3597433,9.201834862,7.159235474,1.010696191,0.663007267,0.257129456,0.002840508,0,0.275642799216265,7.43184555342749,0.724205691085067,8.74456143783095,88.1609900296044,animal.Buteo_swainsoni,-0.643884545572993,0.456817839327955,-1.23451383433837,-0.199584986496366,0.0312067615642771,-0.623462489364639,-0.037122287363807,0.466040169814073,-1.31276871949897,-0.43701673196822,0.285048492600493,-0.619342709434649,0.121101273211156,0.877639632457304,1,-5.05160479646563,-2.59665842419839,-3.19957472794195,0.0016354399446831,-1.19256701638191,-0.615493491856145,0,0,0,-0.438652171912903,8.951,6.946,8.5,0.776,0.847,0.621,0.475,82.614,90.21,53.85,1.092,0.363,0.293,0.507,15.534,3.878,15.6,0.25,0.711,0.316,3.09e-08,3.21e-08,1.76e-08,1.037,0.551,0.453
NON-PASSERIFORMES,Calonectris_diomedea,Calonectris_diomedea,Male_Female,Pair,Noncooperative,142,8,112,8,150,120,142,8,112,8,150,120,6.66666666666667,36.55,-25.1,64.57882263,2280.862209,0.541190435,17.58126911,8.305064637,0.685945736,,,,,77.41743119,2244.317467,325.8212766,16.57054027,6.010909786,0.107556873,,,,0,0.261157410903024,2.88185090471384,0.828218410807198,8.03609498637242,47.7583731820924,animal.Calonectris_diomedea,-0.676864169958219,0.314119738103979,-0.10463958595197,0.776817522631698,-0.892323802864459,1.3950842104116,-0.247265247349558,-0.293954574382157,-0.503508499929589,-0.482491996449812,-1.01073920043326,1.39980944519185,-0.129397366624964,-0.123006751975557,1,-0.591950309167822,4.98016266393349,-3.77662119444505,0.644330267186616,1.2137229695067,-0.768977996219947,1,1,0,-1.12682226363643,17.654,2.853,17.1,0.162,0.852,0.783,0.466,59.102,40.581,50.35,0.687,0.266,0.397,0.237,5.242,0.744,5.3,0.142,0.459,0.368,,,,,,
NON-PASSERIFORMES,Catharacta_lonnbergi,Catharacta_lonnbergi,Multi-male_female,Polyandry,Noncooperative,45,0,26,0,45,26,45,0,26,0,45,26,0,-43.75,-176.25,70.79174312,1070.833575,0.634364336,12.48853211,14.1597762,0.670291544,2.553149608,2.090827508,0.64434065,12,70.79174312,1070.833575,90.61106031,12.48853211,14.1597762,0.174271848,2.553149608,2.090827508,0.053654731,0,0,3.76294780723836,0.818713346660478,8.41378292565241,32.7235935526647,animal.Catharacta_lonnbergi,-0.97368078942525,-2.00544656316833,-1.86708017050929,0.171305254069116,-0.777102827916555,1.19939241018643,-0.137445002945581,-0.461416241466472,0.288207352816588,-1.30236662288884,-0.759812636600002,1.21529190923102,0.004145040185364,-0.495371193954964,0,-2.80448902638082,5.43066529344103,-1.17336811651307,0.325474357457407,1.35679615988445,-0.0765571400257235,1,1,1,-1.62784098034624,12.471,3.592,12,0.288,0.854,0.751,0.479,72.763,35.26,69,0.485,0.116,0.462,0.259,4.118,0.813,4,0.198,0.475,0.332,,,,,,
NON-PASSERIFORMES,Centrocercus_urophasianus,Centrocercus_urophasianus,Female_only,Lek,Noncooperative,0,0,184,17,72,201,0,0,184,17,72,201,8.45771144278607,37.4,-118.5,27.11811927,884.2743488,0.433296491,9.461926606,56.893129,0.532085558,0.300916112,0.04893332,0.982794939,12,29.20733945,751.59,254.939066,8.016513761,3.514587156,1.441622919,0.300916112,0.04893332,0.001348568,0,0.295085282636059,7.54275340973043,0.729441949712244,5.20750605088463,29.7367508110755,animal.Centrocercus_urophasianus,-0.597122391593942,0.338673055116202,-1.1937031029725,-0.188549724652745,0.0638913900608991,-0.528309549916924,-0.909424630390376,-0.487235067692209,-1.42030327790189,-0.375979219091476,0.316633812222513,-0.517693575391326,-1.12952613706495,-0.569345941717492,1,-7.82268807423714,0.548911775806834,-5.86987778709225,-0.397714082210672,-0.193578920432497,-1.32574849786721,0,0,0,0.0217348631191957,4.611,6.59,3.3,1.429,0.846,0.636,0.463,57.676,69.731,31.9,1.209,0.276,0.23,0.219,15.066,2.277,15.1,0.151,0.535,0.223,2.16e-08,2.35e-08,1.15e-08,1.091,0.488,0.445
NON-PASSERIFORMES,Centropus_grillii,Centropus_grillii,Male_only,Polyandry,Noncooperative,109,18,22,13,127,35,109,18,22,13,127,35,37.1428571428571,-8.41,34.5,59.30512232,5733.267845,0.649298885,20.84143731,2.78529052,0.755362031,1.818746215,0.670265917,0.671966758,12,129.886055,4049.570358,848.9432186,21.61045872,0.297688073,0.124774788,1.818746215,0.670265917,0.109213275,0,0.655365927040252,1.66891896747565,0.869115660312251,7.70098190622469,75.7183454983005,animal.Centropus_grillii,0.680011804748209,-0.984606300566046,0.590308868163916,1.16444245646936,-1.00095319449363,2.26285175366846,-0.340483735802727,0.183840402538896,0.415108975159464,0.755081767164753,-1.35616867851082,2.19372935880465,-0.247886210515147,0.56947426509944,1,2.09456487948053,7.40772193877138,-1.37621030036734,1.03149241617573,1.98468106726926,-0.130509696466473,1,1,1,-0.27641064901098,21.809,1.728,22.1,0.079,0.77,0.804,0.405,76.767,81.044,38.5,1.056,0.666,0.42,0.646,11.692,1.802,11.9,0.154,0.755,0.392,6.18e-09,1.85e-09,6.48e-09,0.299,0.488,0.329
NON-PASSERIFORMES,Centropus_phasianinus,Centropus_phasianinus,Male_Female,Pair,Noncooperative,48,11,11,10,59,21,48,11,11,10,59,21,47.6190476190476,-12.44,131.1,127.7019878,26945.05561,0.607617914,27.46123853,3.027134418,0.66841348,1.086992734,0.37329027,0.714498881,12,243.6873089,25337.05195,2065.952798,28.54082569,0.581055046,0.184266905,1.086992734,0.37329027,0.02495227,0,0.761579632085247,1.73986620692512,0.817565581467322,11.3005304211794,164.149491653188,animal.Centropus_phasianinus,1.14643792105354,-1.10101790945929,1.71668505386181,1.95151841467327,-0.996193696196758,1.17591488256328,0.868506544302964,3.11944146284039,0.0609380630866333,1.08852787327126,-1.33596369656445,1.19301085967325,1.02483743809796,2.75963702126733,1,9.60423830221988,-1.54572877409059,1.55457473425555,2.1137350600437,-0.858806793788169,0.649029066090911,1,0,1,-1.02520718677244,27.678,1.756,28.1,0.063,0.616,0.737,0.328,121.895,145.877,54.95,1.197,0.592,0.373,0.596,9.656,1.951,9.4,0.202,0.662,0.407,2.78e-08,2.39e-08,3.34e-08,0.861,0.743,0.774
NON-PASSERIFORMES,Cepphus_grylle,Cepphus_grylle,Male_Female,Pair,Noncooperative,46,0,32,0,46,32,46,0,32,0,46,32,0,67.76,12.63,123.0757645,4582.556054,0.577261668,3.500382263,27.72141437,0.533774842,,,,,124.5786697,4963.532683,571.2001456,6.066743119,19.03753932,0.579899364,,,,0,0,5.26511294940574,0.730598961127102,11.0939517080254,67.6945792069055,animal.Cepphus_grylle,-0.97368078942525,1.21565976628217,0.335300098172063,-0.897360770514009,-0.510209206424905,-0.5071919459517,0.786732928450145,0.0245878778962127,-0.19700456816654,-1.30236662288884,-0.332012769917722,-0.495233033089596,0.951795607313134,0.37075068342349,0,-5.60559581885355,-1.39172104524952,0.530988650755663,-0.0782019477814945,-0.809896142296054,0.376772650326482,0,0,1,-1.22416467510734,3.609,4.811,3.3,1.333,0.681,0.572,0.349,105.807,60.321,93.25,0.57,0.204,0.449,0.307,4.136,0.916,4.1,0.221,0.355,0.339,,,,,,
