clade,animal,species,care,breedsystem,coop,WPPind,EPPind,WPP,EPP,EPPN,EPPbrN,WGPind,EGPind,WGP,EGP,EGPN,EGPbrN,perEGPbr,latitude,longitude,MeanP,VarP,Pp,MeanT,VarT,Pt,NPP.mean,NPP.var,NPP.P,MGS_duration,MeanP_MGS,VarP_MGS,InterYearVarP_MGS,MeanT_MGS,VarT_MGS,InterYearVarT_MGS,NPP_MGS.mean,NPP_MGS.var,InterYearVar.NPP_MGS,COOP2,transEGP,sdT,SQPt,SQMeanP,sdP,code,ZperEGPbr,Zlatitude,Zlongitude,ZMeanT,ZVarT,ZPt,ZMeanP,ZVarP,ZPp,ZtransEGP,ZsdT,ZSQPt,ZSQMeanP,ZsdP,EGPclass,PC1,PC2,PC3,ZPC1,ZPC2,ZPC3,PC1class,PC2class,PC3class,PC1EGP,TMPavg,TMPsd,TMPmed,TMPcv,TMPprd_Ent,TMPprd_Fix,TMPprd_Dym,PREavg,PREsd,PREmed,PREcv,PREprd_Ent,PREprd_Fix,PREprd_Dym,DTRavg,DTRsd,DTRmed,DTRcv,DTRprd_Ent,DTRprd_Dym,NPPavg,NPPsd,NPPmed,NPPcv,NPPprd_Ent,NPPprd_Dym
NON-PASSERIFORMES,Phalacrocorax_atriceps,Phalacrocorax_atriceps,Male_Female,Pair,Noncooperative,110,0,37,0,110,37,110,0,37,0,110,37,0,-43.05,-64.3,13.2616208,66.13463025,0.61611683,13.75840979,28.34537809,0.59858222,0.432654453,0.052246045,1,12,19.51804281,99.05036697,26.49013441,7.786850153,4.827461774,0.72131725,0.432654453,0.052246045,0.005932752,0,0,5.32403776188712,0.773680954916172,3.64165083444308,8.13232010252917,animal.Phalacrocorax_atriceps,-0.97368078942525,-1.98522618445238,-0.561719777249667,0.322290179230928,-0.497929573623715,0.302959895081865,-1.15435357339037,-0.600461347902926,0.133154922702269,-1.30236662288884,-0.315231640988421,0.341098338854129,-1.68317917326925,-1.10442008203443,0,-5.61213741121764,5.61556913802371,-3.70626580801182,-0.0791446772208038,1.41551897574565,-0.750264665070956,0,1,0,-1.22322194566803,13.746,5.208,13.9,0.379,0.872,0.698,0.505,14.393,12.625,11,0.877,0.082,0.282,0.502,12.54,1.465,12.8,0.117,0.69,0.494,,,,,,
NON-PASSERIFORMES,Phalacrocorax_carbo,Phalacrocorax_carbo,Male_Female,Pair,Noncooperative,0,0,52,10,0,62,0,0,52,10,0,62,16.1290322580645,51.83,0.86,45.56077982,511.7122109,0.562954534,10.00481651,26.04541076,0.560003746,1.097213811,1.225120969,0.801768117,10,46.05474006,524.8133869,62.91347441,11.92232416,18.10055301,0.446377447,1.320866143,1.16009983,0.017986818,0,0.413273808494454,5.10347046234227,0.748333980252133,6.74987257805657,22.6210568033414,animal.Phalacrocorax_carbo,-0.255576064908239,0.755501719217814,0.198059438693138,-0.124001624613265,-0.543193029433507,-0.179306518093584,-0.583430197929745,-0.538795729111425,-0.31857492932555,-0.00493949575958991,-0.378046746126338,-0.150951082052114,-0.584178200843087,-0.745579414624536,1,-6.15746579870688,2.84549731839545,-3.45455516265395,-0.157733665400443,0.535783793638144,-0.683313932524295,0,1,0,0.152794169640853,10.219,4.948,9.95,0.484,0.814,0.637,0.453,46.552,23.787,43.6,0.511,0.08,0.419,0.265,7.722,1.878,7.9,0.243,0.686,0.321,1.35e-08,7.77e-09,1.36e-08,0.575,0.805,0.599
NON-PASSERIFORMES,Philomachus_pugnax,Philomachus_pugnax,Female_only,Lek,Noncooperative,0,0,49,51,0,100,0,0,49,51,0,100,51,64.82,25.31,37.06475535,478.3111864,0.62270484,2.073700306,94.81490548,0.470050389,1.219488194,3.189830086,0.773991383,8,43.52948886,607.9926649,64.88598366,8.57785059,37.61978593,0.764385813,1.98285131,3.462905224,0.065660595,0,0.795398830184143,9.73729456676751,0.685602209010444,6.08808306037294,21.870326618503,animal.Philomachus_pugnax,1.29696634949754,1.13073417567519,0.483151547806114,-1.06698928820506,0.810193579462556,-1.30380622830713,-0.733606831488686,-0.543418257114422,0.189134460953548,1.19469948184987,0.941614640265606,-1.36873474740169,-0.818172871580513,-0.76417265198781,1,-12.552819797007,0.133260204064893,-0.685978664574609,-1.07938823411099,-0.325583913432548,0.053080129770326,0,0,1,2.27408771596086,2.101,9.401,1.6,4.475,0.83,0.547,0.48,41.194,21.414,37.4,0.52,0.277,0.491,0.265,8.012,1.792,8.1,0.224,0.522,0.354,3.2e-08,3.62e-08,1.2e-08,1.13,0.749,0.677
NON-PASSERIFORMES,Phoebastria_irrorata,Phoebastria_irrorata,Male_Female,Pair,Noncooperative,140,30,140,30,170,170,140,30,140,30,170,170,17.6470588235294,-0.86,-89.74,80.12775229,5285.485359,0.664046307,22.17966361,3.462970531,0.75841509,,,,,80.12775229,5285.485359,804.5557691,22.17966361,3.462970531,0.191186254,,,,0,0.433537909355837,1.8609058361454,0.870870306073183,8.95141063129159,72.7013435845583,animal.Phoebastria_irrorata,-0.187989737894873,-0.766515072986894,-0.858355493234703,1.3235538425007,-0.987616422779102,2.30101779966455,0.0275792896487641,0.121869636319228,0.540420544807468,0.0586773936344407,-1.30149296109724,2.22779150791735,0.194238740068501,0.494752569021999,1,2.71978664614659,7.16119893705993,-0.928126205395671,1.12159509037613,1.90638888860892,-0.0113269803035975,1,1,1,-1.06291769674169,21.844,2.007,21.9,0.092,0.796,0.806,0.526,121.308,116.486,91.1,0.96,0.112,0.478,0.606,9.983,0.962,9.7,0.096,0.849,1,,,,,,
NON-PASSERIFORMES,Picoides_borealis,Picoides_borealis,Multi-male_Multi-female,Cooperative,Cooperative,101,0,54,0,101,54,101,0,54,0,101,54,0,34.5,-80.22,96.83776758,3116.953353,0.538869975,16.66498471,57.57213233,0.548014336,1.775211994,0.84478252,0.702178705,12,100.5219419,2927.712193,237.2324854,15.95076453,60.28344176,0.391545192,1.775211994,0.84478252,0.060921226,1,0,7.58763021832245,0.74027990382017,9.84061825191893,55.8296816487431,animal.Picoides_borealis,-0.97368078942525,0.25490291472156,-0.747350303919548,0.667873855269235,0.0772542047501654,-0.329185172101253,0.322947299926002,-0.178243910291648,-0.52322587730615,-1.30236662288884,0.329414226435222,-0.307301245999081,0.508643605733623,0.0768943006042522,0,-4.04144973352739,-0.129706838070825,-3.12078779541613,0.147212061521937,-0.409098484088187,-0.594537513454007,0,0,0,-1.44957868441077,16.765,7.266,16.8,0.433,0.856,0.621,0.485,98.476,51.609,92.2,0.524,0.133,0.437,0.628,13.517,1.473,13.5,0.109,0.249,0.229,1.33e-08,6.66e-09,1.4e-08,0.499,0.809,0.644
NON-PASSERIFORMES,Picoides_tridactylus,Picoides_tridactylus,Male_Female,Pair,Noncooperative,129,6,46,6,135,52,129,6,46,6,135,52,11.5384615384615,61.11,25.06,47.95749235,735.9024785,0.619012523,3.626834862,86.93557061,0.479032228,1.500567838,3.580080878,0.714835162,8,55.37090433,913.1470948,100.4234578,10.00432503,31.84274792,0.650818234,2.261375682,3.594885541,0.130458057,0,0.346579953788377,9.32392463558131,0.692121541349494,6.92513482540232,27.1275225278683,animal.Picoides_tridactylus,-0.459959717270773,1.02356616848067,0.480236495565695,-0.882325908103851,0.655127930900149,-1.19152497845133,-0.541065651942988,-0.507768962552796,0.157760161166913,-0.214317430024789,0.823891497524609,-1.24217788037344,-0.522209205015057,-0.633968361042593,1,-11.4161457762888,0.121415158837027,-0.800179244007721,-0.915578567811364,-0.329345730345298,0.022704726141967,0,0,1,0.701261137786575,3.669,9.023,3.2,2.459,0.829,0.548,0.479,49.479,26.769,44.25,0.541,0.256,0.466,0.279,7.748,2.276,7.8,0.294,0.665,0.327,3.07e-08,3.19e-08,1.8e-08,1.039,0.764,0.631
NON-PASSERIFORMES,Porphyrio_hochstetteri,Porphyrio_hochstetteri,Male_Female,Pair,Noncooperative,27,0,9,0,27,9,27,0,9,0,27,9,0,-45.55,167.4,274.2622324,5940.03556,0.730832459,4.683333333,14.63045594,0.626976814,2.458699264,3.563318067,0.682776321,12,107.6479358,1174.734289,131.8747845,10.30309633,6.150892857,0.294595359,2.458699264,3.563318067,0.054880337,0,0,3.82497790058975,0.791818674950269,16.5608644822666,77.0716261668326,animal.Porphyrio_hochstetteri,-0.97368078942525,-2.05744182272363,2.13995063917065,-0.756711177575235,-0.767839830423433,0.657918440149073,3.4591210399793,0.212455978468411,1.1079148185775,-1.30236662288884,-0.742147158337255,0.693197741549269,2.88477946453154,0.602990792338269,0,-0.22596638005408,-2.4259912432446,7.55967066410158,0.697073361694281,-1.13836556122386,2.24628201876027,1,0,1,-1.99943998458312,6.548,3.608,6.7,0.551,0.849,0.724,0.446,159.333,49.131,162.1,0.308,0.073,0.629,0.437,7.811,1.989,8.15,0.255,0.815,0.391,4.75e-09,2.9e-09,5.21e-09,0.612,0.794,0.623
NON-PASSERIFORMES,Porphyrio_porphyrio,Porphyrio_porphyrio,Multi-male_Multi-female,Polygynandrous,Noncooperative,33,40,1,11,73,12,73,0,12,0,73,12,0,-45.6,170.67,50.21253823,274.779697,0.726318264,9.750076453,12.16335349,0.619936495,,,,,48.37431193,259.2654689,22.5804154,11.21671764,6.751972477,0.292927809,,,,0,0,3.48759996129143,0.787360460653188,7.08608059719899,16.5764802355627,animal.Porphyrio_porphyrio,-0.97368078942525,-2.05888613548905,2.17807952247533,-0.154289509066719,-0.816392512571228,0.569907976289332,-0.501205220752474,-0.5715859562592,1.06955686956464,-1.30236662288884,-0.83822862994238,0.606652432208385,-0.465302209857502,-0.895284660470459,0,-5.14456671795148,6.22735594751812,-0.0264611532884773,-0.0117615947896435,1.60981371440473,0.2285005234735,0,1,1,-1.29060502809919,9.851,3.07,9.95,0.312,0.824,0.725,0.416,53.702,15.629,52.1,0.291,0.112,0.617,0.201,8.233,0.794,8.3,0.096,0.299,0.205,,,,,,
NON-PASSERIFORMES,Puffinus_tenuirostris,Puffinus_tenuirostris,Male_Female,Pair,Noncooperative,74,9,74,9,83,83,74,9,74,9,83,83,10.8433734939759,-43.14,147.25,65.87897554,966.3099715,0.605567384,10.9733945,8.318044204,0.63967396,2.735236223,2.458484087,0.574401631,12,65.87897554,966.3099715,100.4889938,10.9733945,8.318044204,0.178132044,2.735236223,2.458484087,0.151580417,0,0.335554484271467,2.88410197531225,0.799796199040731,8.11658644628393,31.0855267206461,animal.Puffinus_tenuirostris,-0.490906769810199,-1.98782594743015,1.90499742859288,-0.00884039480605426,-0.892068364428586,0.816644445200101,-0.224283606015413,-0.475881764347454,0.0435143307956389,-0.248930664511359,-1.01009812065125,0.848061829315382,-0.10093730167094,-0.535940983261069,1,-3.51547035845798,4.65314802014906,-1.8895625462197,0.223012602697467,1.10986779681297,-0.267052626009339,1,1,0,-0.471943267208826,11.017,2.957,11,0.268,0.826,0.731,0.407,74.802,36.336,68.55,0.486,0.094,0.457,0.201,8.185,1.124,8.2,0.137,0.548,0.28,3.63e-08,1.8e-08,3.44e-08,0.495,0.684,0.316
NON-PASSERIFORMES,Pyrrhura_orcesi,Pyrrhura_orcesi,Multi-male_Multi-female,Cooperative,Cooperative,101,3,25,3,104,28,103,1,27,1,104,28,3.57142857142857,-3.39,-79.46,84.31674312,3449.286014,0.624729238,14.63111621,0.366386572,0.715103685,2.291565715,0.372022085,0.614699883,12,119.2010703,6100.099275,1123.504297,22.88042813,0.24529052,0.228713189,2.291565715,0.372022085,0.123140872,1,0.190125603346467,0.605298746075027,0.845638034267617,9.18241488498532,58.7306224554108,animal.Pyrrhura_orcesi,-0.81467188613934,-0.839597298917391,-0.738488545108674,0.426052545943234,-1.04855732805253,1.75958539518585,0.101624337786281,-0.132250799158687,0.206336144812074,-0.70548845090366,-1.6590758464,1.73796876202207,0.275916921480634,0.148741526258016,0,-0.0605709519056271,5.65930013004049,-0.827589087492298,0.720909016770978,1.42940731320789,0.015414175924384,1,1,1,-1.42639746767464,14.128,0.598,14.1,0.042,0.24,0.812,0.344,68.65,52.766,55.2,0.769,0.279,0.421,0.325,13.976,0.896,13.65,0.064,0.802,0.983,1.55e-08,1.16e-08,1.78e-08,0.752,0.525,0.35
NON-PASSERIFORMES,Rissa_tridactyla,Rissa_tridactyla,Male_Female,Pair,Noncooperative,119,0,86,0,119,86,119,0,86,0,119,86,0,48.83,-4.58,98.52859327,3347.250078,0.564812815,11.43998471,15.19943773,0.591337157,,,,,98.52859327,3347.250078,189.1547896,11.43998471,15.19943773,0.249855684,,,,0,0,3.89864562765071,0.768984497242955,9.92615702424659,57.8554239289628,animal.Rissa_tridactyla,-0.97368078942525,0.668842953292322,0.13462790194162,0.0466358837738511,-0.756642244365442,0.212389942878981,0.352834514935303,-0.146372041801172,-0.302784772309831,-1.30236662288884,-0.721167411882752,0.249928117987658,0.538888292799918,0.127065597581009,0,-3.01572046891554,1.46757311805393,-1.80300616202447,0.295033130260415,0.0981747797749353,-0.244030106162307,1,1,0,-1.59739975314925,11.462,3.734,11.1,0.326,0.795,0.671,0.425,90.19,51.026,80.45,0.566,0.227,0.44,0.254,6.223,1.232,6.2,0.198,0.514,0.289,,,,,,
NON-PASSERIFORMES,Spheniscus_humboldti,Spheniscus_humboldti,Male_Female,Pair,Noncooperative,49,0,21,0,49,21,49,0,21,0,49,21,0,-15.22,-75.12,0.240214067,0.379453711,0.96063924,17.99426606,6.347259522,0.64331584,,,,,,,,,,,,,,0,0,2.51937681222956,0.802069722655082,0.490116381076985,0.615998142042653,animal.Spheniscus_humboldti,-0.97368078942525,-1.18132169921691,-0.687883238215001,0.825921711617685,-0.93085349159138,0.862171295350146,-1.38452134589017,-0.609561522207267,3.06062549864518,-1.30236662288884,-1.11396777636521,0.892196720863026,-2.79749459687135,-1.29057585561664,0,-4.25821121522116,11.8744904784179,1.54231393797761,0.115973882997866,3.40326285522643,0.645767903690545,0,1,1,-1.4183405058867,18.107,2.477,17.8,0.137,0.835,0.766,0.393,0.417,0.466,0.3,1.119,0.103,0.821,0.94,8.174,0.949,8,0.116,0.69,0.631,0,0,0,,,1
NON-PASSERIFORMES,Steganopus_tricolor,Steganopus_tricolor,Male_only,Polyandry,Noncooperative,51,0,17,0,51,17,51,0,17,0,51,17,0,51.24,-105.02,27.94059633,619.9322109,0.647938554,2.356651376,178.0554608,0.448706315,0.666792853,0.787746737,0.889167317,9,45.75357798,888.0143119,122.5663991,14.98899083,14.58627523,1.028885083,0.897082576,0.843125306,0.005258447,0,0,13.3437423836044,0.66985544336073,5.28588652261851,24.8984379208817,animal.Steganopus_tricolor,-0.97368078942525,0.7384588285858,-1.03652348616911,-1.03334719274875,2.44837128232121,-1.57062678763074,-0.894886438264588,-0.523818644187446,0.403549991301076,-1.30236662288884,1.96869072659614,-1.67441962781784,-1.10181247254544,-0.689175811119268,0,-16.1808240828068,-1.37316561469653,0.633567313583009,-1.60223133649399,-0.80400320300078,0.404056822635458,0,0,1,0.299864713605158,2.243,12.842,4.7,5.727,0.85,0.522,0.514,30.096,24.878,21.6,0.827,0.374,0.422,0.357,12.675,2.251,12.5,0.178,0.44,0.263,8.46e-09,7.96e-09,6.89e-09,0.941,0.759,0.602
NON-PASSERIFORMES,Sterna_hirundo,Sterna_hirundo,Male_Female,Pair,Noncooperative,130,1,43,1,131,44,130,1,43,1,131,44,2.27272727272727,53.52,8.12,63.02477064,892.424665,0.601969995,9.107186544,38.7892883,0.535593375,,,,,64.88217562,900.6547663,109.5061382,13.38951507,14.37764963,0.455652465,,,,0,0.151332636977216,6.22810471170805,0.731842452307872,7.93881418349113,29.8734776181147,animal.Sterna_hirundo,-0.872493305516035,0.804319490689174,0.282712555754905,-0.230727331643181,-0.292392972253048,-0.484458610590866,-0.27473483586803,-0.486107106336778,0.0129466517650628,-0.827274651419569,-0.0577634640560109,-0.471093697981165,-0.163793785472689,-0.565959646576383,0,-6.9080876966106,1.8644426905303,-2.07846419393837,-0.265908146713131,0.224214878497819,-0.317297237936878,0,1,0,-0.561366504706438,9.117,6.027,9,0.661,0.827,0.613,0.451,64.279,30.423,60.05,0.473,0.166,0.476,0.272,7.319,2.104,7.5,0.287,0.718,0.33,,,,,,
NON-PASSERIFORMES,Strix_aluco,Strix_aluco,Male_Female,Pair,Noncooperative,136,1,36,1,137,37,136,1,36,1,137,37,2.7027027027027,47.12,9.49,127.136315,4759.453206,0.544021669,7.3882263,46.30450375,0.500567477,1.896350701,2.806977721,0.687383591,12,164.429052,5599.44392,972.9066533,11.13470948,10.16974006,0.657582965,1.896350701,2.806977721,0.045053487,0,0.165148677414627,6.80474126987941,0.707507934231129,11.2754740476842,68.9887904372877,animal.Strix_aluco,-0.853349727479156,0.619447456714793,0.298687042032401,-0.435106924956821,-0.144493209510705,-0.922314555766643,0.858507651632654,0.0490695233250989,-0.479450981498177,-0.783900730100158,0.106456191816119,-0.943488754448458,1.01597803838067,0.402804245529682,0,-5.65458236347684,-2.76317212265522,-0.720595345311691,-0.085261552718046,-1.24544938491738,0.0438726839335141,0,0,1,-0.698639177382112,7.039,6.471,7.1,0.919,0.842,0.602,0.453,95.715,49.495,90.05,0.517,0.275,0.465,0.397,7.461,1.768,7.7,0.237,0.694,0.308,3.24e-08,3.19e-08,2.45e-08,0.984,0.75,0.64
NON-PASSERIFORMES,Struthio_camelus,Struthio_camelus,Male_Female,Polygynandrous,Noncooperative,31,30,0,4,61,4,31,30,0,4,61,4,100,-1.37,36.85,74.02522936,6491.447405,0.438985355,18.53073394,1.939241034,0.717114699,1.580632945,0.296710423,0.723274474,12,92.2362895,7211.652329,689.6126306,19.06472987,1.030728848,0.175333434,1.580632945,0.296710423,0.025700335,0,1.5707963267949,1.39256634815006,0.84682625077403,8.60379156883754,80.5695190813499,animal.Struthio_camelus,3.47856850258022,-0.781247063194228,0.617710359223855,0.889706250860485,-1.01760348470556,1.78472492010914,-0.0802895557247054,0.288768508783076,-1.37196394934982,3.62897362585094,-1.43487082009707,1.76103507473358,0.0713280473369304,0.689622653617337,1,2.02761268399127,3.28265494372528,-4.64642374850688,1.02184372481724,0.674618801598638,-1.00033061971588,1,1,0,2.6071299010337,17.976,1.491,18.3,0.083,0.634,0.742,0.306,75.397,74.808,48.65,0.992,0.339,0.336,0.533,11.99,1.523,11.7,0.127,0.587,0.45,6.97e-09,1.88e-09,7.8e-09,0.27,0.706,0.663
NON-PASSERIFORMES,Sula_dactylatra,Sula_dactylatra,Male_Female,Pair,Noncooperative,13,0,13,0,13,13,13,0,13,0,13,13,0,-18.17,-39.68,102.5625382,4243.2535,0.596806103,24.19304281,3.012972616,0.675156379,3.300613263,0.390186687,0.603271626,12,102.5625382,4243.2535,244.6039951,24.19304281,3.012972616,0.240009663,3.300613263,0.390186687,0.054029264,0,0,1.73579163956968,0.821678999975051,10.127316436253,65.1402602082614,animal.Sula_dactylatra,-0.97368078942525,-1.26653615237698,-0.274645432613205,1.56293903102874,-0.996472401068194,1.26020732282762,0.424138955228371,-0.0223698301631204,-0.0309318927027615,-1.30236662288884,-1.33712408787065,1.2728628034062,0.610013974184121,0.307488195245356,0,2.2383373812108,4.30416757775303,-2.95385742288417,1.05221192335389,0.999036600716251,-0.55013688546542,1,1,0,-2.35457854624273,24.181,1.785,24.2,0.074,0.764,0.746,0.318,116.579,61.888,99.95,0.531,0.262,0.526,0.427,8.351,0.785,8.5,0.094,0.181,0.403,4.36e-08,2.04e-08,4.29e-08,0.467,0.263,0.194
NON-PASSERIFORMES,Sula_granti,Sula_granti,Male_Female,Pair,Noncooperative,32,0,21,0,32,21,32,0,21,0,32,21,0,-0.83,-89.67,80.12775229,5285.485359,0.664046307,22.17966361,3.462970531,0.75841509,,,,,80.12775229,5285.485359,804.5557691,22.17966361,3.462970531,0.191186254,,,,0,0,1.8609058361454,0.870870306073183,8.95141063129159,72.7013435845583,animal.Sula_granti,-0.97368078942525,-0.765648485327639,-0.857539278607385,1.3235538425007,-0.987616422779102,2.30101779966455,0.0275792896487641,0.121869636319228,0.540420544807468,-1.30236662288884,-1.30149296109724,2.22779150791735,0.194238740068501,0.494752569021999,0,2.71978664614659,7.16119893705993,-0.928126205395671,1.12159509037613,1.90638888860892,-0.0113269803035975,1,1,1,-2.42396171326497,21.844,2.007,21.9,0.092,0.796,0.806,0.526,121.308,116.486,91.1,0.96,0.112,0.478,0.606,9.983,0.962,9.7,0.096,0.849,1,,,,,,
NON-PASSERIFORMES,Sula_nebouxii,Sula_nebouxii,Male_Female,Pair,Noncooperative,0,0,308,42,0,350,0,0,308,42,0,350,12,21.52,-105.54,95.75542813,19057.55381,0.484305997,25.47958716,7.923402141,0.645981933,1.339112663,0.213278532,0.684136828,12,220.3154128,17185.0633,2498.375427,28.21119266,0.353266055,0.277292083,1.339112663,0.213278532,0.052178935,0,0.353741605889672,2.81485384007767,0.803730012504199,9.7854702559458,138.049099272686,animal.Sula_nebouxii,-0.439410874384594,-0.120040679182731,-1.04258679482918,1.71590557691062,-0.899834937173463,0.895499910377847,0.303815752513093,2.02785225292874,-0.986866080279874,-0.191834220297245,-1.02981921668108,0.924427181090441,0.489144449559726,2.11321197987954,1,6.10158477053971,-0.887413302159778,-2.73705175668925,1.60895664888128,-0.649735217564212,-0.492470281212829,1,0,0,-1.80079086917852,24.657,2.718,24.8,0.11,0.827,0.742,0.391,88.603,120.211,19.55,1.357,0.654,0.366,0.577,10.783,2.026,11.2,0.188,0.6,0.374,,,,,,
NON-PASSERIFORMES,Sula_sula,Sula_sula,Male_Female,Pair,Noncooperative,14,0,14,0,14,14,14,0,14,0,14,14,0,-0.68,-89.96,80.12775229,5285.485359,0.664046307,22.17966361,3.462970531,0.75841509,,,,,75.62782875,4028.760787,591.6948331,22.20221713,3.284696275,0.175256742,,,,0,0,1.8609058361454,0.870870306073183,8.95141063129159,72.7013435845583,animal.Sula_sula,-0.97368078942525,-0.761315547031365,-0.860920739206271,1.3235538425007,-0.987616422779102,2.30101779966455,0.0275792896487641,0.121869636319228,0.540420544807468,-1.30236662288884,-1.30149296109724,2.22779150791735,0.194238740068501,0.494752569021999,0,2.71978664614659,7.16119893705993,-0.928126205395671,1.12159509037613,1.90638888860892,-0.0113269803035975,1,1,1,-2.42396171326497,21.844,2.007,21.9,0.092,0.796,0.806,0.526,121.308,116.486,91.1,0.96,0.112,0.478,0.606,9.983,0.962,9.7,0.096,0.849,1,,,,,,
NON-PASSERIFORMES,Tetrao_tetrix,Tetrao_tetrix,Female_only,Lek,Noncooperative,386,20,57,2,406,59,386,20,57,2,406,59,3.38983050847458,62.1,25.05,43.15389908,712.9912587,0.603670887,3.356651376,89.39671045,0.472587201,1.450976677,3.715651803,0.742669831,8,52.04167759,860.5859851,87.46015922,9.81231979,32.9150983,0.639748556,2.234687305,3.861112101,0.115066246,0,0.185171316045857,9.45498336592931,0.687449780711289,6.56916273812729,26.7018961630069,animal.Tetrao_tetrix,-0.822757084611505,1.05216356123608,0.480119893476079,-0.914449973323792,0.703563268627124,-1.27209374470447,-0.625974478279617,-0.510939756164481,0.0273994453666654,-0.721041884504543,0.861215561168857,-1.33286866880519,-0.648073349320612,-0.644509794156327,0,-11.7440384166358,-0.104917749074187,-1.16484518798565,-0.962832206953578,-0.401225824048036,-0.0742901866056854,0,0,1,0.241790322449035,2.797,9.134,2.25,3.266,0.829,0.547,0.477,52.048,27.007,47.5,0.519,0.243,0.471,0.276,8.207,2.334,8.2,0.284,0.7,0.355,3.01e-08,3.17e-08,1.61e-08,1.052,0.762,0.635
NON-PASSERIFORMES,Thalassarche_cauta,Thalassarche_cauta,Male_Female,Pair,Noncooperative,29,3,29,3,32,32,29,3,29,3,32,32,9.375,-40.23,144.39,94.56085627,2541.991877,0.605791931,11.85703364,10.18505421,0.64974949,,,,,93.79885321,2473.664471,202.5969811,12.50206422,10.06528148,0.257648092,,,,0,0.31118424427751,3.19140317258726,0.806070400151252,9.72424065261653,50.418170107611,animal.Thalassarche_cauta,-0.556282418299737,-1.90376694448242,1.87164923096249,0.0962218419150033,-0.855325527345322,0.942597838637635,0.282700373065623,-0.257815587006381,0.0454223481446879,-0.325438320725999,-0.922582169485004,0.969860074036931,0.467494966623574,-0.0571319056285742,1,-2.17862599352471,3.6003815854323,-0.962428077218992,0.415669446544295,0.775524237703916,-0.0204506923461609,1,1,1,-0.741107767270295,11.955,3.123,11.75,0.261,0.83,0.723,0.41,94.916,48.534,89.2,0.511,0.264,0.471,0.247,8.479,1.7,8.4,0.201,0.78,0.389,,,,,,
NON-PASSERIFORMES,Tinamus_major,Tinamus_major,Male_Only,Polygynandrous,Noncooperative,92,29,12,16,121,28,92,29,12,16,121,28,57.1428571428571,10.26,-83.59,359.7698012,38536.68922,0.599167103,24.34396024,0.718322908,0.707867703,,,,,359.7698012,38536.68922,4518.531161,24.34396024,0.718322908,0.288405185,,,,0,0.857071947850131,0.847539325341308,0.841348740416244,18.9675987199223,196.307639229858,animal.Tinamus_major,1.5704616631493,-0.445299913956407,-0.786645208120396,1.5808826938185,-1.0416312058487,1.66912896383654,4.97056193466325,4.72366324240629,-0.0108700394555343,1.38831537095251,-1.59008843309494,1.6547026293321,3.73574940352953,3.5560937018854,1,17.5363193624057,-11.1009443815451,10.0575969985163,3.25685219639702,-3.89340657670232,2.91068776011813,1,0,1,-1.86853682544452,24.598,0.867,24.5,0.035,0.635,0.852,0.413,317.421,181.926,307.85,0.573,0.225,0.465,0.473,7.083,0.471,6.95,0.066,0.814,1,4.7e-08,2.39e-09,4.73e-08,0.051,0.556,0.289
NON-PASSERIFORMES,Tockus_monteiri,Tockus_monteiri,Male_only,Pair,Noncooperative,131,4,35,3,135,38,131,4,35,3,135,38,7.89473684210526,-22.32,16.58,22.107263,1300.421956,0.641595012,20.76444954,14.69602655,0.69283438,0.448932465,0.177737357,0.778499987,12,64.56024465,1824.363578,1093.213343,24.02905199,1.219051988,0.206051459,0.448932465,0.177737357,0.02762643,0,0.284810659536465,3.83353968937326,0.832366734078195,4.70183613070468,36.0613637567966,animal.Tockus_monteiri,-0.622187424266923,-1.38641411190724,0.381357923570683,1.15528882468663,-0.766549398003179,1.48119859724615,-0.997997059593408,-0.429642404100034,0.349647742816695,-0.408235254815117,-0.739708856450646,1.48033897939783,-1.30832024502919,-0.41270507112837,1,-1.35422583293629,8.00956456489386,-3.59089551106531,0.534476345216985,2.17581767554788,-0.719578136562346,1,1,0,-0.942711600032102,21.03,3.605,22.1,0.171,0.853,0.776,0.53,27.498,42.425,7.8,1.543,0.371,0.288,0.511,15.127,1.335,15.4,0.088,0.727,0.543,6.47e-09,7.71e-09,1.05e-09,1.192,0.428,0.484
NON-PASSERIFORMES,Tympanuchus_cupido,Tympanuchus_cupido,Female_only,Lek,Noncooperative,0,0,14,11,0,25,0,0,14,11,0,25,44,44.34,-89.65,65.02584098,2191.329133,0.576133785,6.042889908,136.0610863,0.482126562,1.13734101,1.529024897,0.784541344,10,88.77693316,2022.68827,260.6037374,14.40747051,33.44608563,0.794745262,1.366293161,1.517706421,0.009979413,0,0.725253222200054,11.6645225491659,0.694353340886324,8.06386017859933,46.8116345901315,animal.Tympanuchus_cupido,0.985308899057155,0.539143666957171,-0.857306074428152,-0.595063681156821,1.62192018901781,-1.15284295698654,-0.239363703376948,-0.306345486253873,-0.206588398418994,0.974485152325642,1.49046765967919,-1.19885295957987,-0.119580186328974,-0.14645450419973,1,-11.7369416424142,-2.04075551953898,-0.606008845449516,-0.961809468511538,-1.01602020644025,0.0743507358046354,0,0,1,1.93629462083718,6.419,11.117,7.8,1.732,0.87,0.56,0.521,66.508,44.63,57.45,0.671,0.36,0.437,0.3,11.998,1.784,12.1,0.149,0.39,0.258,1.18e-08,9.63e-09,1.08e-08,0.818,0.804,0.611
