Training R^2,Validation R^2
0.517913852216753,0.0325976314368293
0.51906147904136,0.309781557211445
0.516690220009052,3.88115266263876e-05
0.452971888713246,0.13614663023715
0.479733156640057,0.0603273855550899
0.46989120813791,0.214596379099406
0.480943055413195,0.0349667107605043
0.469617499506592,0.221995638503577
0.482638785119609,0.000976890872195384
0.518551757299338,0.00130030784718435
0.502537366445611,0.0110076645665536
0.509251220717664,0.229783184761084
0.482753472304708,0.0282293765999169
0.500665213796998,0.0473239346764063
0.554090493773598,0.0679925416415146
0.492008757300467,0.00238842844159521
0.490466789515476,0.266031099231664
0.490091163177488,0.182790210067382
0.483550423174557,0.126370030265044
0.452258066430743,0.10633924048708
0.473947560362105,0.0465918085947533
0.471031048282735,0.0906025013152972
0.445923750763968,0.0161380097425453
0.500404470236966,0.165157088244533
0.514134811598048,0.00639320043991227
0.507717707227769,0.0259981744190737
0.518066752954605,0.25156046795092
0.504846525328522,0.0108467960758272
0.502417420575836,0.0143413346132627
0.49577746462621,0.0708866860653298
0.501492058654446,0.465925239923698
0.421935512032985,0.159913900931253
0.450401391480959,0.195602730441966
0.487935358732954,0.241339741381091
0.451272950085413,0.118657779779346
0.470423612763287,0.0106719801033239
0.47158528141324,0.309738732900943
0.461963463186753,0.0358448823904823
0.547175999474383,0.0333012189470343
0.47644373092353,0.0698530350187671
0.444502210872424,0.0638593337669079
0.469662049807933,0.206943775614606
0.479566931772473,0.00603832048426948
0.466457380199047,3.75779852720677e-05
0.487085995216373,0.00312490688099691
0.464749725257944,0.324502584460631
0.469155225160255,0.0858134259367709
0.462067824076222,0.291912691473245
0.482428585852843,0.052171129878347
0.499369551993306,0.112251340487152
0.443511658081226,0.0788752969489326
0.462361012001154,0.119408530404608
0.463199855421687,0.000529753989656199
0.464266408426186,0.283111358044577
0.460654207732449,0.00472851437227061
0.460752403931751,0.29305804240486
0.501461715567763,0.114750536555189
0.482431957368539,0.167076805211913
0.498454123888637,0.0664844249674568
0.527584990413426,0.0803846873128457
0.487146562202971,0.155343347648635
0.440627434451944,0.0318544673988461
0.489140771167315,0.0200780439440355
0.514982495139597,0.000270475694807593
0.48413067038545,0.275083800231574
0.452804795510895,0.128019791301421
0.474168147792565,0.146005028083907
0.482793281196105,0.247708916870992
0.481039038058874,0.0248065765053888
0.479153958216806,0.201377891807828
0.506681856626348,0.031530655274876
0.48435715352062,0.00444313579979014
0.467210765478587,0.024141504616452
0.487728152802949,0.0539432210486884
0.506008775468124,0.0867952018886866
0.52155729676099,0.00880524618600074
0.46403458729885,0.0251160694853522
0.463658563305493,0.225880164045817
0.494885691610846,0.190656432703426
0.466776243468864,0.0158901019579434
0.507956664311045,0.171980905523092
0.52143560238334,0.0763117068744814
0.448524876216495,0.0216609174788738
0.474097651645849,0.0031647509828158
0.487528199486793,0.166353720442214
0.447409886653865,0.00334574921049708
0.468236632819794,0.0317007732280206
0.468017572254088,0.0632332674693091
0.498692829806862,0.00317836707786783
0.452472657171312,0.129588761193656
0.48271923116066,0.0411766040493621
0.503519050099869,0.164541058553559
0.472996140700697,0.00925807106136379
0.485966199832207,0.274446314899636
0.496289950757111,0.0949456952711007
0.484424065733196,0.0200252870985191
0.502932402927824,0.0342255236665298
0.473028163971147,0.0216383971381238
0.47721277695386,0.0451724800895
0.546229337835334,0.0129382728362427
0.494021587181876,0.0419849554503559
0.483040094275743,0.107941849058177
0.469415747391019,0.0852165444836389
0.472931395022483,0.188887673513481
0.486741170089176,0.023454790412923
0.504885648202103,0.00341656739919063
0.505282454001924,0.167792152939901
0.473210321195146,0.0143080335950529
0.482600704768713,0.00522445872763744
0.486374699458827,0.122793419258605
0.457687095485733,0.00758649839128477
0.472543404951814,0.219020733399554
0.486295306851567,0.254570725312351
0.470968192224685,0.0756102469161724
0.47219563759389,0.0117897348625324
0.479678819985505,0.054066716448695
0.454239451335771,0.160423843263753
0.448744970847316,0.0916829599533579
0.457141931412442,0.0633632005323609
0.517355694732487,0.182547713775171
0.417066542692461,0.03127206839251
0.495276828941466,0.00786854884664007
0.491224546430411,0.0326769379753339
0.49550169723726,0.356713838658724
0.470824335542312,0.308955045409355
0.478419782736012,0.0559788790934429
0.485414174808405,0.397861386314215
0.459403987320744,0.064957866539993
0.440832972366576,0.141701413937939
0.493373106168844,0.0159292511035026
0.458889425306179,0.0129784135456186
0.475955792789977,0.185944865041334
0.469493130920139,0.245861884999574
0.510170991732475,0.0483299530745904
0.468809208559475,0.00871577929197662
0.486392950402815,8.92649703478652e-06
0.449391606846974,0.215300332865396
0.443282535223941,0.00141037625397082
0.475753845002502,0.00240444831756096
0.459558218120111,0.302671200478115
0.487481472839867,0.198425532005916
0.476108110919616,0.0785808428342419
0.467029498381127,0.077472151401006
0.45224014927209,0.163935793638413
0.480209055031761,0.241817010445405
0.478721290569575,0.0466447279466209
0.465490754245231,0.0401953109223833
0.467982032066293,0.00173373275984194
0.470936585230995,0.00688796258606934
0.466697265411722,0.237566337060972
0.505134628463457,0.140690673364939
0.435964451427776,0.0526093298707325
0.493993206356762,0.0201220785764098
0.467470680208501,0.0465880160321386
0.464327308237042,0.367126890790048
0.478091396055974,0.00875395198003518
0.450358693778692,7.39176038242158e-05
0.451544484197434,0.0134910735391937
0.440137084312592,0.0864013561529064
0.456550596236341,0.0380799050732676
0.522047406970875,0.0262936220442063
0.451099035386462,0.125464824447753
0.483779221280292,0.031733793561798
0.46271183341666,0.321193147291451
0.456322240953128,0.000373389693008966
0.521095935263715,0.199988300006176
0.473534871010938,0.269871944870319
0.455850377800621,0.21916635669739
0.472923534819679,0.236793771167314
0.527696321942689,0.00496863425239737
0.471098807302345,0.00134526686510476
0.470453850540099,0.238017742530902
0.487030241385474,0.20992818591965
0.487849503542376,0.0487308155673933
0.454358674996458,0.0844484817700127
0.526084633677745,0.119915711727311
0.471069320885226,0.00454886170490132
0.474143746200755,0.267728942840888
0.496535782848676,0.217568932680107
0.478503391664509,0.00726194602250789
0.470382569299164,0.134318911959349
0.484614023397658,0.287063029859858
0.471929476034284,0.0502857574791126
0.48341504925137,0.145791056171531
0.477759540144926,0.301409770399538
0.500808556666499,0.0445519109011667
0.532466343657537,0.0141199017034685
0.486574502923462,0.193158802465588
0.475630330012675,0.0848366077941528
0.491704019081093,0.00881336824000561
0.474370791493528,0.195418225122269
0.434368940118824,0.0209413590989721
0.476508452577799,0.0733991734460795
0.490581807484472,0.128760150491526
0.443452594579745,0.127796172958685
0.480556036521184,0.0879684011481214
0.530400316758685,0.219762092314791
0.507965321759502,0.109420761592047
0.457338522341427,0.0685933308461378
0.51847301284188,3.77803301232979e-05
0.459059900422455,0.0877106168343464
0.448072292579838,0.00376212738473727
0.486694285787886,0.0539811805074586
0.464641192778209,0.152467896554355
0.448379250591437,0.0404527923035239
0.464104812044285,0.0580092811357732
0.47652202870805,0.050580361756871
0.489431481625984,0.0128832690458624
0.460365168412236,0.000300542214619419
0.542782188669211,0.0391659440422973
0.439107463379055,0.336542872447604
0.473508122469073,0.00755942545809346
0.506015558837106,0.012233190550066
0.474317380487195,9.53500630696111e-08
0.496210225413496,0.206113871937089
0.442039545443858,0.0670426141762361
0.466947993795547,0.323903737709249
0.479331770253642,0.0353482433200349
0.514578874529099,0.0338326785360255
0.47720018359066,0.0408094612251997
0.448230056398009,0.00869523309577266
0.41934601312444,0.178161037797332
0.452216075101623,0.0273960009422423
0.4895539874169,0.331721613229624
0.511258422875379,0.0184773645081263
0.503717750951917,0.0444015369047699
0.48658231211287,0.0033262771241005
0.458658804634182,0.380187457569876
0.437794544979283,0.0409580492768125
0.479182538038822,0.127028110219631
0.4614840575105,0.340071037152589
0.421802974804578,0.171639540754448
0.482806769965107,0.0552727420461106
0.496198333426616,0.0237034445402076
0.492207574239079,0.0489601296742686
0.500260997708989,0.328299328892171
0.49679283919672,0.0920411702336643
0.544747927788122,0.00115423946367592
0.450143768621373,0.00110843552664486
0.451595203987015,0.00025067913017469
0.515046140020796,0.135225794640353
0.486713241206288,0.142636602281509
0.468299346658531,0.000847912985451611
0.494230629798013,0.168500800315198
0.486509565603954,0.0211554857024979
0.449381448312389,0.080955745359058
0.479506349615343,0.0527691741161562
0.48585795434508,0.190647959039965
0.49022334115583,0.0781662138661562
0.471224244960716,0.251510960504893
0.489684744028073,0.0347507075990159
0.476089429547982,0.0376028807508264
0.515575087437369,0.152660725633859
0.476818546744289,0.199965019911139
0.530509462170796,0.162369050649898
0.483357156227725,0.116796858451358
0.524875037722584,0.0291099739219413
0.423070862578008,0.111671303674542
0.45871084924042,0.154639787944703
0.477319992992924,0.113801222797327
0.476154672910673,0.061112271616692
0.499545255528475,0.00257255887625472
0.483129652682206,0.274512739807468
0.49071787440421,0.000338611762010782
0.452976247805882,0.383197895346706
0.502203391465084,0.0610547414728585
0.469866974641347,0.323601254416072
0.499068898691438,0.227106666403626
0.498569065290666,0.00109965588846773
0.494719451930624,0.0709571998435609
0.464070722682466,0.335558687572272
0.472605178079957,0.0488408960896902
0.47897750788969,0.343416126737924
0.467664315745445,0.331269490326015
0.474599680183354,0.312760497951336
0.481072504551951,0.140745597749759
0.477854519233148,0.00275133730138284
0.467301591034296,0.343032602255129
0.482960708599045,0.0297442161185277
0.459863087960996,0.319663671396532
0.525265129808568,0.00598964962490149
0.456627417373997,0.115081396145755
0.488749194686918,0.0603454141064202
0.437651708486562,0.00581175798399741
0.468623340711802,0.318314824380038
0.464098699490668,0.139798901403923
0.476056920456795,0.16510769009857
0.496873474314446,0.0682126750688486
0.435168550945049,0.00109444076365156
0.483305654529177,0.108039818090202
0.525440873173415,0.0683339384177735
0.51216165327739,0.0330777614101923
0.459032557723651,0.301357886929435
0.482940345594849,0.0280612413089743
0.48385676250591,0.00549415402258773
0.47513857884781,0.251483748478725
0.473925301279602,0.00385306047745462
0.509954241523552,0.00877799169849211
0.475208960571977,0.0583544403732954
0.439233666987949,0.278639322394252
0.432390376793791,0.188497093345124
0.457592123438904,0.330435281145192
0.483091764358163,0.0114635935199911
0.43217728448997,0.10668434887313
0.450809897818796,0.334482426120455
0.485444298974548,0.324704091663906
0.46166184849002,0.0134356020345382
0.460539420927031,0.0274865634758007
0.456059200087342,0.103932078274102
0.462452666748968,0.0115006906161433
0.505184577006169,0.00188605415563428
0.433928201533007,0.0347787850528268
0.522142905417092,0.00177099845783942
0.506414064903645,0.0399815548560685
0.459874371847146,0.163239700659305
0.447587085460709,0.110951559995349
0.442479766979682,0.01932038715076
0.474878675612543,0.194762340552564
0.415194729986974,0.0597348611824997
0.518640590121904,2.46939742023999e-08
0.503269416891861,0.0145397570836291
0.48090208111935,0.0585351264238652
0.499764538629311,0.0141073507658716
0.486712019740461,0.0483354631658988
0.439592679019008,0.0128146710988854
0.472811069239981,0.018428768364635
0.47970258369012,0.198815505918432
