Training R^2,Validation R^2
0.395989530306124,0.0727155692453734
0.375539829246565,0.201214094813617
0.404305030683672,0.0673363322942574
0.415174620108336,0.141516582163373
0.349382297917077,0.238703243218552
0.389930120987967,0.121177949694806
0.352813878981283,0.210043386108283
0.398469781480419,0.207608069460303
0.348939866852653,0.07602031236482
0.381181539521241,0.0814899401319132
0.379992504865045,0.117045150381121
0.391821684260105,0.255792543625816
0.438966019775191,0.0690952837057369
0.362090082504732,0.153599096476987
0.372252103445672,0.158133545547216
0.35836682942183,0.22921205517665
0.390957482295445,0.177863239049777
0.410106614089801,0.153275385094078
0.384393142017334,0.233223272597943
0.401056475749658,0.130740337827381
0.368943546349767,0.254499156526346
0.397388387880013,0.172410625067217
0.390356603603815,0.217494550502895
0.41634678383493,0.163155423446209
0.404277908808917,0.0861076706867151
0.353903849768121,0.26400557344467
0.394602778551129,0.192757817506569
0.390805585010929,0.0728102555528974
0.39326513863007,0.208779196966967
0.383171252914074,0.177135986606997
0.39126537870271,0.157841190623704
0.373042872039351,0.242562556986859
0.367338973631357,0.347150845641183
0.383998261206898,0.183796918140948
0.432169831635435,0.0359624282858775
0.416673192259145,0.0530817309709413
0.392947640606879,0.177690755567969
0.401965821475832,0.100313386416832
0.394289134864526,0.126112338220846
0.367281929134188,0.181391339181381
0.413443984466838,0.0528804861656938
0.384429305167902,0.180648312785827
0.389732214024326,0.154932435926249
0.439117773284963,0.15245171048457
0.356374763634004,0.0860242170006189
0.416646938526785,0.141824753279402
0.383215240278226,0.133221564209911
0.384242672260316,0.213419677108367
0.375673335953191,0.103639732220992
0.372501318874425,0.150818701158994
0.391852739220688,0.130466302289295
0.358232229107792,0.133554535316815
0.40974234812463,0.134507890097944
0.396169478306658,0.0723732428222104
0.377190154005681,0.325541064944398
0.379520972053752,0.237938605849055
0.390486088425401,0.137165768908567
0.380465278908037,0.28408757581576
0.396963210712404,0.13673103189836
0.3795419625538,0.180199816499009
0.373782898332461,0.259683915076259
0.340481351580739,0.325256483809256
0.399996623658828,0.0302129375005929
0.409978292125366,0.123620312280448
0.399662065113453,0.106672697150085
0.398545407827121,0.147943915396663
0.401131672975812,0.0500841007436278
0.394834488984696,0.169216548344692
0.409545697986822,0.00420901494144335
0.393427001691478,0.226461758142345
0.418095115209568,0.0255808555538416
0.395221497398318,0.195712137822225
0.373341847819141,0.310544558236265
0.383573647602427,0.143004656234542
0.413914203810296,0.120056410322118
0.388895434838506,0.0578761589047565
0.40623651648601,0.0231060429960693
0.36284956699837,0.24372810267042
0.360570680805574,0.106744695121499
0.397298216959326,0.079984065507524
0.426230084167178,0.0426838988664668
0.388300570972754,0.204754291941581
0.355663853634264,0.237863978125406
0.398629033734188,0.172467451116885
0.421345909227692,0.136748309812648
0.394386829757461,0.194045466232279
0.364596331797487,0.338902935121985
0.392501169561802,0.16564344865975
0.392214943641146,0.29410925270839
0.377366030372729,0.0922506899237322
0.374944627404389,0.177747098960372
0.415969081928528,0.0189562501823
0.378442717802394,0.216478662068261
0.397903930807448,0.238440108394995
0.386370738625359,0.382814469381858
0.401736193233209,0.138321163175331
0.378929303722759,0.125529826239049
0.381420282824487,0.272374110108954
0.387905003641655,0.161348195878145
0.384499525672081,0.109991736062008
0.407607354096411,0.0947100821863344
0.40757164895328,0.104853245691383
0.409787248428286,0.0852938222570778
0.402896428961858,0.150939695643985
0.376298592275048,0.141793020416914
0.380546663973039,0.12953111415726
0.369455744576424,0.0872773416142352
0.380515917881352,0.137647056928104
0.361470601804662,0.259980259594897
0.344343788246651,0.19832440184073
0.375010794319637,0.240977089851917
0.389074684399971,0.16521597522208
0.394401717034812,0.298448784127875
0.360287354113477,0.318869722474051
0.384806882948466,0.117294584660534
0.360768846186066,0.286559092084866
0.387557837821801,0.110859437418537
