IC_COOP2,IC_TMPavg,IC_TMPsd,IC_TMPcv,IC_TMPprd_Ent,IC_TMPprd_Fix,IC_TMPprd_Dym,IC_PREavg,IC_PREsd,IC_PREcv,IC_PREprd_Ent,IC_PREprd_Fix,IC_PREprd_Dym
-0.0126391375149616,0.794697135075119,-0.355943294660676,-0.0980446428087865,-0.0114648925130938,0.0103242898188769,-0.0060834419247197,8.99945633642443,5.84004635171146,0.00969042125344389,0.00938015716939331,-0.00417644568800215,0.0136863186562412
0,0.519955631078455,-0.152384933293958,-0.00965577148354978,-0.00854459143187144,0.00992398735809284,0.00264384219192434,19.2283960459912,8.86177586179534,-0.0325307539267213,-0.0181237298084089,0.00854459143187144,-0.0063605478820209
0,-0.0273492285713013,0.228944922610679,0.0130873609114202,0.0188760013145484,-0.00327184022785507,0.0121645341804868,-1.49179135722356,-1.42971028623349,0.000922826730933471,0.0205538680980639,0.00293626687115198,0.00385909360208545
-0.0222541733000499,-0.259721299522228,0.124775686261329,0.0184978513565116,0.00426807728170242,-0.00459642571772367,-0.000367669092677311,-0.378535245813107,1.06912940501463,0.0101862606006534,-0.00821303562887322,-0.0119336462843987,-0.0142141746817888
0,0.45197568715462,-0.245112955451109,-0.0779400947424013,-0.00247681294747806,0.0042881758753513,-0.00450315266950597,1.54169776163303,4.2667588930835,0.0363817569683007,0.00238884408737825,-0.0122258802517124,0.0028942161615002
0,-1.16737430642069,0.277052999110655,0.113620451491584,-0.0038265820712723,-0.01018066962531,0.0021536050348645,-3.65498612806249,-2.2877462544309,0.00928004262266712,0.0110750411758454,0.00185181758407456,0.00492524573490979
0,1.5211565417764,-1.13513250262674,-0.391750683113144,-0.0148775368167235,0.0214591043435206,-0.0239620867716715,5.34664291491525,13.9030265166042,0.126313978577318,0.0223805129479879,-0.0290279818396366,0.0420968225654755
0,-0.15968269407256,-0.213251889811098,-0.0459445738376248,-0.0125533278358114,-0.00724697024013676,0.000842443316439929,-5.64258290900056,-6.0765424536264,-0.038336242272275,-0.0417481357634025,0.00114138517071468,0.00242185230852426
0,0.847767457611407,-0.0874903502060337,-0.525721872628413,0.00904534814964343,0.015907336401097,0.00467862835326384,3.13280954534547,9.41137284114709,0.131313502448272,0.0233931417663192,-0.0428874265715852,-0.00514649118859022
0,0.555286573889479,1.39036632743234,0.0930596415312566,0.00737106071534707,-0.0233416922652657,0.0178133967287554,2.71255034324772,-7.70920812566361,-0.165234611035697,0.0257987125037147,0.0635753986698684,0.0248773299142963
